INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jepywf', '女', '0000000000', 'zy', '08012004', '04-07-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wsdt', '男', '0000007470', 'gl', '08012010', '02-22-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Uxscrurb', '女', '0000007471', 'yh', '08012021', '09-04-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tflxxh', '女', '0000007472', 'jd', '08012012', '03-09-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lvqqmdgy', NULL, '0000007473', 'js', '08012015', '05-26-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vuoohjr', '男', '0000007474', 'js', '08012021', '07-26-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qlcilv', '女', '0000007475', 'yh', '08012015', '01-28-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zwcnphxs', '男', '0000007476', 'zd', '08012013', '10-01-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cllo', '男', '0000007477', 'zd', '08012005', '09-12-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Frfvaf', '男', '0000007478', 'js', '08012006', '05-01-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tqroxzi', '女', '0000007479', 'js', '08012012', '09-01-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ehbjifiz', '女', '0000007480', 'js', '08012019', '03-09-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yamcnipq', '男', '0000007481', 'zd', '08012018', '09-05-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ktsweur', '男', '0000007482', 'jd', '08012001', '08-06-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Akvr', '男', '0000007483', 'js', '08012017', '06-15-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bmdlrtn', '男', '0000007484', 'gl', '08012015', '08-31-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ooyjrboy', '男', '0000007485', 'jx', '08012014', '02-03-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yektc', '女', '0000007486', 'yh', '08012002', '12-12-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ibcdxm', '男', '0000007487', 'zy', '08012023', '01-09-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fxqsogre', '男', '0000007488', 'yh', '08012004', '05-21-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rilerc', '男', '0000007489', 'jx', '08012008', '07-05-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kiggqz', '女', '0000007490', 'gl', '08012007', '06-24-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bfle', '男', '0000007491', 'jd', '08012005', '01-17-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jjxj', '女', '0000007492', 'zy', '08012008', '02-21-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mxbvhnvx', '男', '0000007493', 'jx', '08012013', '02-11-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wlmcvzvz', '男', '0000007494', 'yh', '08012021', '10-07-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Duzctjv', '男', '0000007495', 'zy', '08012014', '09-28-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ajjp', '女', '0000007496', 'jd', '08012001', '12-12-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qhlmlvhc', '男', '0000007497', 'jx', '08012021', '06-23-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pzhncf', '女', '0000007498', 'yh', '08012008', '12-18-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xaxy', '女', '0000007499', 'zd', '08012004', '09-28-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wmkq', '女', '0000007500', 'jx', '08012016', '01-08-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zjgwcuae', '女', '0000007501', 'js', '08012018', '09-21-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nayxprtj', '女', '0000007502', 'js', '08012001', '06-21-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rlwq', '女', '0000007503', 'zd', '08012003', '07-22-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dowixfx', '女', '0000007504', 'yh', '08012022', '08-26-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Eawmpav', '女', '0000007505', 'gl', '08012019', '05-18-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Knbxq', '男', '0000007506', 'jx', '08012005', '10-14-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kzfa', '男', '0000007507', 'js', '08012022', '09-09-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dkya', '女', '0000007508', 'zy', '08012010', '03-15-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jozanukf', '男', '0000007509', 'jx', '08012018', '05-23-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hlzb', '女', '0000007510', 'zd', '08012011', '01-10-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vugbc', '女', '0000007511', 'gl', '08012021', '11-19-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xqwfbivh', '女', '0000007512', 'jd', '08012012', '02-03-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jvhin', '男', '0000007513', 'zd', '08012000', '01-23-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dcyf', '女', '0000007514', 'zd', '08012008', '11-02-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hnoiizgf', '男', '0000007515', 'jx', '08012023', '11-19-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nodr', '男', '0000007516', 'jx', '08012009', '12-31-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ckno', '男', '0000007517', 'yh', '08012018', '07-31-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yewzjr', '男', '0000007518', 'js', '08012001', '01-26-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qidjdnv', '男', '0000007519', 'gl', '08012018', '04-30-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xftc', '男', '0000007520', 'jd', '08012015', '02-17-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Guxti', '女', '0000007521', 'gl', '08012003', '11-09-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tdsqu', '男', '0000007522', 'gl', '08012011', '04-17-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xbmy', '女', '0000007523', 'jx', '08012003', '07-20-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Utzx', '男', '0000007524', 'jd', '08012000', '12-10-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wmwyfubg', '男', '0000007525', 'jd', '08012003', '08-07-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qfaioplf', '男', '0000007526', 'jd', '08012009', '02-26-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ofkqvlxv', '男', '0000007527', 'gl', '08012016', '02-17-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Izayz', '女', '0000007528', 'yh', '08012019', '10-11-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bauyes', '女', '0000007529', 'jd', '08012011', '07-13-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Otnt', '女', '0000007530', 'jx', '08012015', '06-06-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vemgas', '女', '0000007531', 'jx', '08012003', '10-30-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Izzuxlq', '女', '0000007532', 'zd', '08012010', '03-22-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Znxgmwhc', NULL, '0000007533', 'zy', '08012013', '03-18-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zdnshs', '女', '0000007534', 'yh', '08012023', '12-02-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lqyidtt', '男', '0000007535', 'zy', '08012017', '05-12-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xkqezxrv', '女', '0000007536', 'zd', '08012006', '05-29-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kilk', '男', '0000007537', 'jd', '08012021', '03-24-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Osxjf', '女', '0000007538', 'js', '08012009', '11-09-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jett', '男', '0000007539', 'jd', '08012021', '10-04-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nkjgpzde', '女', '0000007540', 'jx', '08012010', '09-21-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nrtd', '男', '0000007541', 'gl', '08012006', '08-11-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yfwy', '女', '0000007542', 'yh', '08012020', '06-13-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lbwnbm', '女', '0000007543', 'zd', '08012015', '07-18-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Csnr', NULL, '0000007544', 'gl', '08012000', '08-29-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Eflwj', '男', '0000007545', 'js', '08012016', '09-06-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cunptzjt', '女', '0000007546', 'gl', '08012011', '08-24-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Crag', '男', '0000007547', 'yh', '08012022', '02-26-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vvtxtr', '女', '0000007548', 'jx', '08012014', '02-17-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mtmpqa', NULL, '0000007549', 'jd', '08012021', '04-12-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Snkbtj', '男', '0000007550', 'jx', '08012002', '02-13-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Knghjo', '女', '0000007551', 'gl', '08012002', '11-09-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Znngc', '男', '0000007552', 'zd', '08012017', '10-20-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cybkpym', '男', '0000007553', 'jx', '08012001', '07-18-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ngrzq', '男', '0000007554', 'zy', '08012014', '07-07-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zebrlbws', '男', '0000007555', 'js', '08012021', '04-04-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nmmbrngx', '女', '0000007556', 'zd', '08012015', '03-22-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qrxtrz', '男', '0000007557', 'zd', '08012000', '09-03-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fnbci', '女', '0000007558', 'zd', '08012015', '08-26-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lzsl', NULL, '0000007559', 'yh', '08012011', '08-08-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nyuvut', '女', '0000007560', 'yh', '08012019', '01-31-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xxcpmj', '女', '0000007561', 'zy', '08012016', '04-11-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Sqdwdxnb', '男', '0000007562', 'jx', '08012010', '01-14-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fnss', '女', '0000007563', 'zy', '08012012', '11-21-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xmesgm', '女', '0000007564', 'jd', '08012000', '06-28-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Isodq', '女', '0000007565', 'jx', '08012001', '08-11-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nzpaivhz', '女', '0000007566', 'js', '08012017', '06-13-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nodxao', '男', '0000007567', 'jd', '08012023', '04-07-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vhhfahup', '男', '0000007568', 'jd', '08012004', '10-29-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tvtqjpy', '女', '0000007569', 'zd', '08012006', '07-13-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ppmyh', '男', '0000007570', 'zd', '08012015', '12-06-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ijkr', '女', '0000007571', 'zd', '08012011', '11-12-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xxty', '男', '0000007572', 'zy', '08012012', '01-25-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Axlqt', '女', '0000007573', 'zd', '08012014', '07-28-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bhdfl', '男', '0000007574', 'gl', '08012000', '06-29-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Byftnedj', '女', '0000007575', 'gl', '08012016', '12-18-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ozei', NULL, '0000007576', 'jd', '08012021', '11-04-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tfwpsc', '女', '0000007577', 'jd', '08012004', '06-03-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Whqy', '女', '0000007578', 'js', '08012003', '08-21-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cuxsgqnv', '男', '0000007579', 'zy', '08012023', '02-28-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tvakupa', '女', '0000007580', 'jd', '08012005', '11-05-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Faze', '女', '0000007581', 'zd', '08012012', '04-02-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tymq', '女', '0000007582', 'zy', '08012007', '07-26-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fuczb', '女', '0000007583', 'js', '08012020', '09-29-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Eriheqt', '女', '0000007584', 'js', '08012001', '11-17-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wfxbupl', '女', '0000007585', 'zd', '08012013', '02-07-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pbltya', NULL, '0000007586', 'zy', '08012003', '08-12-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Juqdyp', '女', '0000007587', 'gl', '08012004', '04-04-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ywepvqea', '女', '0000007588', 'zy', '08012007', '02-25-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wbfeldt', '女', '0000007589', 'zy', '08012019', '08-05-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Metmbhr', '男', '0000007590', 'zy', '08012001', '02-05-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Duoids', '女', '0000007591', 'js', '08012008', '07-04-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Weqlyulr', '女', '0000007592', 'zy', '08012020', '10-07-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ikomgz', '男', '0000007593', 'jd', '08012018', '07-10-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jkobvgfy', '男', '0000007594', 'yh', '08012020', '02-28-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ryqxl', NULL, '0000007595', 'yh', '08012022', '08-11-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xfks', '女', '0000007596', 'zy', '08012005', '06-05-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yrjgq', '女', '0000007597', 'gl', '08012015', '07-23-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zocoknl', '女', '0000007598', 'zy', '08012006', '08-05-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Skef', '女', '0000007599', 'jd', '08012010', '07-04-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Snpmbvjw', '男', '0000007600', 'yh', '08012002', '02-04-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nzeznk', '女', '0000007601', 'jx', '08012017', '04-01-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tthxgr', '女', '0000007602', 'jd', '08012006', '09-13-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nccix', '女', '0000007603', 'jx', '08012016', '05-13-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kcpde', '男', '0000007604', 'jx', '08012011', '09-24-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kjvpz', '女', '0000007605', 'jd', '08012010', '04-26-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pthdktue', '女', '0000007606', 'jx', '08012017', '02-28-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yvik', '男', '0000007607', 'zd', '08012000', '01-25-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pplmchc', '女', '0000007608', 'yh', '08012004', '05-09-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ropa', '女', '0000007609', 'zd', '08012020', '04-07-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hvwg', '男', '0000007610', 'gl', '08012021', '03-30-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mnaucscp', '男', '0000007611', 'js', '08012019', '04-30-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Grdx', '女', '0000007612', 'gl', '08012014', '09-03-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xaxshaz', '男', '0000007613', 'gl', '08012003', '11-03-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gvnghwt', '男', '0000007614', 'yh', '08012001', '11-03-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hignuf', '女', '0000007615', 'jx', '08012021', '10-23-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pneumeg', '男', '0000007616', 'yh', '08012001', '05-19-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xjvlfvo', '女', '0000007617', 'jd', '08012017', '09-15-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Sosfxg', '男', '0000007618', 'zy', '08012004', '08-25-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nhmr', '女', '0000007619', 'js', '08012001', '10-02-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cogg', '男', '0000007620', 'yh', '08012004', '02-11-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tmgawfdi', '女', '0000007621', 'zy', '08012012', '11-21-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Farfi', '男', '0000007622', 'jd', '08012010', '05-03-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Aenvv', '女', '0000007623', 'gl', '08012012', '08-28-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pnnozn', '男', '0000007624', 'jd', '08012002', '02-01-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fydzfns', '男', '0000007625', 'js', '08012004', '06-19-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ghti', '女', '0000007626', 'jx', '08012022', '04-14-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vvbt', '男', '0000007627', 'js', '08012003', '12-01-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dayvc', '女', '0000007628', 'yh', '08012013', '08-15-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nmzgy', '男', '0000007629', 'js', '08012014', '02-27-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rfyrrdb', '女', '0000007630', 'zd', '08012013', '04-02-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xifqw', '女', '0000007631', 'jd', '08012023', '06-20-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kxibdkwd', '女', '0000007632', 'jx', '08012007', '04-07-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ycbany', '男', '0000007633', 'zy', '08012008', '12-26-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mbnksg', '男', '0000007634', 'gl', '08012008', '10-14-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mrdmsbtz', '女', '0000007635', 'yh', '08012018', '01-12-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cglrf', '男', '0000007636', 'zd', '08012006', '06-07-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zbor', NULL, '0000007637', 'yh', '08012010', '11-29-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bcvj', '男', '0000007638', 'jd', '08012006', '08-25-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ihwxsqar', '女', '0000007639', 'zd', '08012007', '12-13-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rtcnm', '男', '0000007640', 'jx', '08012017', '02-01-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lyiar', '男', '0000007641', 'jx', '08012006', '06-16-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tghyovq', '男', '0000007642', 'js', '08012010', '05-07-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Oiqkfgl', '女', '0000007643', 'zd', '08012020', '08-25-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hyjxlrj', '男', '0000007644', 'gl', '08012000', '07-03-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qzars', '女', '0000007645', 'zd', '08012022', '02-15-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hpajtjiu', '女', '0000007646', 'jd', '08012016', '01-23-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mwpv', '女', '0000007647', 'js', '08012023', '01-16-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Othl', '女', '0000007648', 'zd', '08012021', '02-07-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ubhpnozd', '男', '0000007649', 'yh', '08012005', '05-29-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Onqbrxj', '女', '0000007650', 'gl', '08012021', '01-13-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Aczqyo', '女', '0000007651', 'jd', '08012005', '07-01-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Itwtqy', '女', '0000007652', 'yh', '08012018', '01-18-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mlnehkr', '女', '0000007653', 'jd', '08012017', '07-17-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fteehm', '男', '0000007654', 'zd', '08012003', '03-28-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fafp', '女', '0000007655', 'jx', '08012017', '12-08-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Atlylfa', '女', '0000007656', 'zy', '08012003', '10-24-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gfpcfu', '女', '0000007657', 'yh', '08012019', '04-13-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zuwtuqh', '女', '0000007658', 'yh', '08012020', '02-27-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Grcoe', '女', '0000007659', 'gl', '08012019', '05-03-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zqok', '女', '0000007660', 'jd', '08012018', '08-06-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pkzvz', '女', '0000007661', 'gl', '08012018', '01-08-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bcmnkn', '女', '0000007662', 'zy', '08012019', '05-24-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jdik', '男', '0000007663', 'zd', '08012010', '10-05-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mgasglsu', NULL, '0000007664', 'jx', '08012007', '03-13-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Igll', '男', '0000007665', 'zy', '08012019', '09-07-1990');
